format_raw,Format,Metric,Year,count,Revenue [m$],Units [m]
Download Album,Download,Value (Adjusted),1973,1,,0
Download Album,Download,Value (Adjusted),1974,1,,0
Download Album,Download,Value (Adjusted),1975,1,,0
Download Album,Download,Value (Adjusted),1976,1,,0
Download Album,Download,Value (Adjusted),1977,1,,0
Download Album,Download,Value (Adjusted),1978,1,,0
Download Album,Download,Value (Adjusted),1979,1,,0
Download Album,Download,Value (Adjusted),1980,1,,0
Download Album,Download,Value (Adjusted),1981,1,,0
Download Album,Download,Value (Adjusted),1982,1,,0
Download Album,Download,Value (Adjusted),1983,1,,0
Download Album,Download,Value (Adjusted),1984,1,,0
Download Album,Download,Value (Adjusted),1985,1,,0
Download Album,Download,Value (Adjusted),1986,1,,0
Download Album,Download,Value (Adjusted),1987,1,,0
Download Album,Download,Value (Adjusted),1988,1,,0
Download Album,Download,Value (Adjusted),1989,1,,0
Download Album,Download,Value (Adjusted),1990,1,,0
Download Album,Download,Value (Adjusted),1991,1,,0
Download Album,Download,Value (Adjusted),1992,1,,0
Download Album,Download,Value (Adjusted),1993,1,,0
Download Album,Download,Value (Adjusted),1994,1,,0
Download Album,Download,Value (Adjusted),1995,1,,0
Download Album,Download,Value (Adjusted),1996,1,,0
Download Album,Download,Value (Adjusted),1997,1,,0
Download Album,Download,Value (Adjusted),1998,1,,0
Download Album,Download,Value (Adjusted),1999,1,,0
Download Album,Download,Value (Adjusted),2000,1,,0
Download Album,Download,Value (Adjusted),2001,1,,0
Download Album,Download,Value (Adjusted),2002,1,,0
Download Album,Download,Value (Adjusted),2003,1,,0
Download Album,Download,Value (Adjusted),2004,1,61.57963737,0
Download Album,Download,Value (Adjusted),2005,1,177.6377619,0
Download Album,Download,Value (Adjusted),2006,1,349.8797932,0
Download Album,Download,Value (Adjusted),2007,1,613.4288075,0
Download Album,Download,Value (Adjusted),2008,1,754.373567,0
Download Album,Download,Value (Adjusted),2009,1,886.9589166,0
Download Album,Download,Value (Adjusted),2010,1,1022.834349,0
Download Album,Download,Value (Adjusted),2011,1,1217.03002,0
Download Album,Download,Value (Adjusted),2012,1,1341.590983,0
Download Album,Download,Value (Adjusted),2013,1,1352.202953,0
Download Album,Download,Value (Adjusted),2014,1,1207.247578,0
Download Album,Download,Value (Adjusted),2015,1,1148.145081,0
Download Album,Download,Value (Adjusted),2016,1,925.232201,0
Download Album,Download,Value (Adjusted),2017,1,697.2376182,0
Download Album,Download,Value (Adjusted),2018,1,508.7043884,0
Download Album,Download,Value (Adjusted),2019,1,394.5330062,0
Download Music Video,Download,Value (Adjusted),1973,1,,0
Download Music Video,Download,Value (Adjusted),1974,1,,0
Download Music Video,Download,Value (Adjusted),1975,1,,0
Download Music Video,Download,Value (Adjusted),1976,1,,0
Download Music Video,Download,Value (Adjusted),1977,1,,0
Download Music Video,Download,Value (Adjusted),1978,1,,0
Download Music Video,Download,Value (Adjusted),1979,1,,0
Download Music Video,Download,Value (Adjusted),1980,1,,0
Download Music Video,Download,Value (Adjusted),1981,1,,0
Download Music Video,Download,Value (Adjusted),1982,1,,0
Download Music Video,Download,Value (Adjusted),1983,1,,0
Download Music Video,Download,Value (Adjusted),1984,1,,0
Download Music Video,Download,Value (Adjusted),1985,1,,0
Download Music Video,Download,Value (Adjusted),1986,1,,0
Download Music Video,Download,Value (Adjusted),1987,1,,0
Download Music Video,Download,Value (Adjusted),1988,1,,0
Download Music Video,Download,Value (Adjusted),1989,1,,0
Download Music Video,Download,Value (Adjusted),1990,1,,0
Download Music Video,Download,Value (Adjusted),1991,1,,0
Download Music Video,Download,Value (Adjusted),1992,1,,0
Download Music Video,Download,Value (Adjusted),1993,1,,0
Download Music Video,Download,Value (Adjusted),1994,1,,0
Download Music Video,Download,Value (Adjusted),1995,1,,0
Download Music Video,Download,Value (Adjusted),1996,1,,0
Download Music Video,Download,Value (Adjusted),1997,1,,0
Download Music Video,Download,Value (Adjusted),1998,1,,0
Download Music Video,Download,Value (Adjusted),1999,1,,0
Download Music Video,Download,Value (Adjusted),2000,1,,0
Download Music Video,Download,Value (Adjusted),2001,1,,0
Download Music Video,Download,Value (Adjusted),2002,1,,0
Download Music Video,Download,Value (Adjusted),2003,1,,0
Download Music Video,Download,Value (Adjusted),2004,1,,0
Download Music Video,Download,Value (Adjusted),2005,1,4.84347619,0
Download Music Video,Download,Value (Adjusted),2006,1,24.98235566,0
Download Music Video,Download,Value (Adjusted),2007,1,34.77823155,0
Download Music Video,Download,Value (Adjusted),2008,1,49.04081272,0
Download Music Video,Download,Value (Adjusted),2009,1,48.73924451,0
Download Music Video,Download,Value (Adjusted),2010,1,42.91120721,0
Download Music Video,Download,Value (Adjusted),2011,1,36.82459156,0
Download Music Video,Download,Value (Adjusted),2012,1,23.20820694,0
Download Music Video,Download,Value (Adjusted),2013,1,18.37207499,0
Download Music Video,Download,Value (Adjusted),2014,1,14.6621972,0
Download Music Video,Download,Value (Adjusted),2015,1,6.918875516,0
Download Music Video,Download,Value (Adjusted),2016,1,4.547792467,0
Download Music Video,Download,Value (Adjusted),2017,1,2.905533136,0
Download Music Video,Download,Value (Adjusted),2018,1,2.261051168,0
Download Music Video,Download,Value (Adjusted),2019,1,1.858910402,0
Download Single,Download,Value (Adjusted),1973,1,,0
Download Single,Download,Value (Adjusted),1974,1,,0
Download Single,Download,Value (Adjusted),1975,1,,0
Download Single,Download,Value (Adjusted),1976,1,,0
Download Single,Download,Value (Adjusted),1977,1,,0
Download Single,Download,Value (Adjusted),1978,1,,0
Download Single,Download,Value (Adjusted),1979,1,,0
Download Single,Download,Value (Adjusted),1980,1,,0
Download Single,Download,Value (Adjusted),1981,1,,0
Download Single,Download,Value (Adjusted),1982,1,,0
Download Single,Download,Value (Adjusted),1983,1,,0
Download Single,Download,Value (Adjusted),1984,1,,0
Download Single,Download,Value (Adjusted),1985,1,,0
Download Single,Download,Value (Adjusted),1986,1,,0
Download Single,Download,Value (Adjusted),1987,1,,0
Download Single,Download,Value (Adjusted),1988,1,,0
Download Single,Download,Value (Adjusted),1989,1,,0
Download Single,Download,Value (Adjusted),1990,1,,0
Download Single,Download,Value (Adjusted),1991,1,,0
Download Single,Download,Value (Adjusted),1992,1,,0
Download Single,Download,Value (Adjusted),1993,1,,0
Download Single,Download,Value (Adjusted),1994,1,,0
Download Single,Download,Value (Adjusted),1995,1,,0
Download Single,Download,Value (Adjusted),1996,1,,0
Download Single,Download,Value (Adjusted),1997,1,,0
Download Single,Download,Value (Adjusted),1998,1,,0
Download Single,Download,Value (Adjusted),1999,1,,0
Download Single,Download,Value (Adjusted),2000,1,,0
Download Single,Download,Value (Adjusted),2001,1,,0
Download Single,Download,Value (Adjusted),2002,1,,0
Download Single,Download,Value (Adjusted),2003,1,,0
Download Single,Download,Value (Adjusted),2004,1,186.7690101,0
Download Single,Download,Value (Adjusted),2005,1,475.577,0
Download Single,Download,Value (Adjusted),2006,1,736.2820149,0
Download Single,Download,Value (Adjusted),2007,1,1000.182475,0
Download Single,Download,Value (Adjusted),2008,1,1225.664089,0
Download Single,Download,Value (Adjusted),2009,1,1396.635564,0
Download Single,Download,Value (Adjusted),2010,1,1566.845282,0
Download Single,Download,Value (Adjusted),2011,1,1730.301179,0
Download Single,Download,Value (Adjusted),2012,1,1831.258646,0
Download Single,Download,Value (Adjusted),2013,1,1726.739156,0
Download Single,Download,Value (Adjusted),2014,1,1463.655387,0
Download Single,Download,Value (Adjusted),2015,1,1278.449595,0
Download Single,Download,Value (Adjusted),2016,1,958.8791031,0
Download Single,Download,Value (Adjusted),2017,1,707.6927112,0
Download Single,Download,Value (Adjusted),2018,1,499.3169742,0
Download Single,Download,Value (Adjusted),2019,1,414.804251,0
Kiosk,Other,Value (Adjusted),1973,1,,0
Kiosk,Other,Value (Adjusted),1974,1,,0
Kiosk,Other,Value (Adjusted),1975,1,,0
Kiosk,Other,Value (Adjusted),1976,1,,0
Kiosk,Other,Value (Adjusted),1977,1,,0
Kiosk,Other,Value (Adjusted),1978,1,,0
Kiosk,Other,Value (Adjusted),1979,1,,0
Kiosk,Other,Value (Adjusted),1980,1,,0
Kiosk,Other,Value (Adjusted),1981,1,,0
Kiosk,Other,Value (Adjusted),1982,1,,0
Kiosk,Other,Value (Adjusted),1983,1,,0
Kiosk,Other,Value (Adjusted),1984,1,,0
Kiosk,Other,Value (Adjusted),1985,1,,0
Kiosk,Other,Value (Adjusted),1986,1,,0
Kiosk,Other,Value (Adjusted),1987,1,,0
Kiosk,Other,Value (Adjusted),1988,1,,0
Kiosk,Other,Value (Adjusted),1989,1,,0
Kiosk,Other,Value (Adjusted),1990,1,,0
Kiosk,Other,Value (Adjusted),1991,1,,0
Kiosk,Other,Value (Adjusted),1992,1,,0
Kiosk,Other,Value (Adjusted),1993,1,,0
Kiosk,Other,Value (Adjusted),1994,1,,0
Kiosk,Other,Value (Adjusted),1995,1,,0
Kiosk,Other,Value (Adjusted),1996,1,,0
Kiosk,Other,Value (Adjusted),1997,1,,0
Kiosk,Other,Value (Adjusted),1998,1,,0
Kiosk,Other,Value (Adjusted),1999,1,,0
Kiosk,Other,Value (Adjusted),2000,1,,0
Kiosk,Other,Value (Adjusted),2001,1,,0
Kiosk,Other,Value (Adjusted),2002,1,,0
Kiosk,Other,Value (Adjusted),2003,1,,0
Kiosk,Other,Value (Adjusted),2004,1,,0
Kiosk,Other,Value (Adjusted),2005,1,1.309047619,0
Kiosk,Other,Value (Adjusted),2006,1,2.409465774,0
Kiosk,Other,Value (Adjusted),2007,1,3.206503618,0
Kiosk,Other,Value (Adjusted),2008,1,3.087315086,0
Kiosk,Other,Value (Adjusted),2009,1,7.507511991,0
Kiosk,Other,Value (Adjusted),2010,1,7.503599075,0
Kiosk,Other,Value (Adjusted),2011,1,3.068715963,0
Kiosk,Other,Value (Adjusted),2012,1,4.068866328,0
Kiosk,Other,Value (Adjusted),2013,1,6.786152156,0
Kiosk,Other,Value (Adjusted),2014,1,2.789051821,0
Kiosk,Other,Value (Adjusted),2015,1,3.99147413,0
Kiosk,Other,Value (Adjusted),2016,1,3.13587911,0
Kiosk,Other,Value (Adjusted),2017,1,2.351668038,0
Kiosk,Other,Value (Adjusted),2018,1,2.000651969,0
Kiosk,Other,Value (Adjusted),2019,1,1.586470587,0
LP/EP,Vinyl,Value (Adjusted),1973,1,7174.518514,0
LP/EP,Vinyl,Value (Adjusted),1974,1,7031.863935,0
LP/EP,Vinyl,Value (Adjusted),1975,1,7056.703439,0
LP/EP,Vinyl,Value (Adjusted),1976,1,7472.013902,0
LP/EP,Vinyl,Value (Adjusted),1977,1,9260.605292,0
LP/EP,Vinyl,Value (Adjusted),1978,1,9698.105186,0
LP/EP,Vinyl,Value (Adjusted),1979,1,7243.615,0
LP/EP,Vinyl,Value (Adjusted),1980,1,6825.793689,0
LP/EP,Vinyl,Value (Adjusted),1981,1,6586.050571,0
LP/EP,Vinyl,Value (Adjusted),1982,1,5100.158453,0
LP/EP,Vinyl,Value (Adjusted),1983,1,4335.388283,0
LP/EP,Vinyl,Value (Adjusted),1984,1,3810.987118,0
LP/EP,Vinyl,Value (Adjusted),1985,1,3042.46086,0
LP/EP,Vinyl,Value (Adjusted),1986,1,2292.982035,0
LP/EP,Vinyl,Value (Adjusted),1987,1,1784.872946,0
LP/EP,Vinyl,Value (Adjusted),1988,1,1150.132336,0
LP/EP,Vinyl,Value (Adjusted),1989,1,454.203525,0
LP/EP,Vinyl,Value (Adjusted),1990,1,169.1991622,0
LP/EP,Vinyl,Value (Adjusted),1991,1,55.18587225,0
LP/EP,Vinyl,Value (Adjusted),1992,1,24.59992516,0
LP/EP,Vinyl,Value (Adjusted),1993,1,18.75407751,0
LP/EP,Vinyl,Value (Adjusted),1994,1,30.7064413,0
LP/EP,Vinyl,Value (Adjusted),1995,1,42.10623819,0
LP/EP,Vinyl,Value (Adjusted),1996,1,59.96289101,0
LP/EP,Vinyl,Value (Adjusted),1997,1,53.04285421,0
LP/EP,Vinyl,Value (Adjusted),1998,1,53.32722699,0
LP/EP,Vinyl,Value (Adjusted),1999,1,48.79887515,0
LP/EP,Vinyl,Value (Adjusted),2000,1,41.12484843,0
LP/EP,Vinyl,Value (Adjusted),2001,1,39.5539345,0
LP/EP,Vinyl,Value (Adjusted),2002,1,29.13267649,0
LP/EP,Vinyl,Value (Adjusted),2003,1,30.15085272,0
LP/EP,Vinyl,Value (Adjusted),2004,1,26.12059344,0
LP/EP,Vinyl,Value (Adjusted),2005,1,18.58847619,0
LP/EP,Vinyl,Value (Adjusted),2006,1,19.90979613,0
LP/EP,Vinyl,Value (Adjusted),2007,1,28.24189725,0
LP/EP,Vinyl,Value (Adjusted),2008,1,67.32721746,0
LP/EP,Vinyl,Value (Adjusted),2009,1,76.02845477,0
LP/EP,Vinyl,Value (Adjusted),2010,1,104.2296809,0
LP/EP,Vinyl,Value (Adjusted),2011,1,135.7054393,0
LP/EP,Vinyl,Value (Adjusted),2012,1,178.9679822,0
LP/EP,Vinyl,Value (Adjusted),2013,1,231.2740702,0
LP/EP,Vinyl,Value (Adjusted),2014,1,263.3361791,0
LP/EP,Vinyl,Value (Adjusted),2015,1,359.5981629,0
LP/EP,Vinyl,Value (Adjusted),2016,1,378.607271,0
LP/EP,Vinyl,Value (Adjusted),2017,1,405.2120773,0
LP/EP,Vinyl,Value (Adjusted),2018,1,426.8201866,0
LP/EP,Vinyl,Value (Adjusted),2019,1,497.5889208,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1973,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1974,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1975,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1976,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1977,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1978,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1979,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1980,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1981,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1982,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1983,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1984,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1985,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1986,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1987,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1988,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1989,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1990,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1991,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1992,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1993,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1994,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1995,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1996,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1997,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1998,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1999,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2000,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2001,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2002,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2003,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2004,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2005,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2006,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2007,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2008,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2009,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2010,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2011,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2012,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2013,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2014,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2015,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2016,1,280.5366913,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2017,1,617.032318,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2018,1,760.591366,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2019,1,829.4987397,0
Music Video (Physical),Other,Value (Adjusted),1973,1,,0
Music Video (Physical),Other,Value (Adjusted),1974,1,,0
Music Video (Physical),Other,Value (Adjusted),1975,1,,0
Music Video (Physical),Other,Value (Adjusted),1976,1,,0
Music Video (Physical),Other,Value (Adjusted),1977,1,,0
Music Video (Physical),Other,Value (Adjusted),1978,1,,0
Music Video (Physical),Other,Value (Adjusted),1979,1,,0
Music Video (Physical),Other,Value (Adjusted),1980,1,,0
Music Video (Physical),Other,Value (Adjusted),1981,1,,0
Music Video (Physical),Other,Value (Adjusted),1982,1,,0
Music Video (Physical),Other,Value (Adjusted),1983,1,,0
Music Video (Physical),Other,Value (Adjusted),1984,1,,0
Music Video (Physical),Other,Value (Adjusted),1985,1,,0
Music Video (Physical),Other,Value (Adjusted),1986,1,,0
Music Video (Physical),Other,Value (Adjusted),1987,1,,0
Music Video (Physical),Other,Value (Adjusted),1988,1,,0
Music Video (Physical),Other,Value (Adjusted),1989,1,237.92595,0
Music Video (Physical),Other,Value (Adjusted),1990,1,337.0290826,0
Music Video (Physical),Other,Value (Adjusted),1991,1,221.6820242,0
Music Video (Physical),Other,Value (Adjusted),1992,1,286.8169052,0
Music Video (Physical),Other,Value (Adjusted),1993,1,377.3815785,0
Music Video (Physical),Other,Value (Adjusted),1994,1,398.6662126,0
Music Video (Physical),Other,Value (Adjusted),1995,1,369.5619232,0
Music Video (Physical),Other,Value (Adjusted),1996,1,384.7075698,0
Music Video (Physical),Other,Value (Adjusted),1997,1,515.9333477,0
Music Video (Physical),Other,Value (Adjusted),1998,1,796.7715092,0
Music Video (Physical),Other,Value (Adjusted),1999,1,578.0671783,0
Music Video (Physical),Other,Value (Adjusted),2000,1,418.523277,0
Music Video (Physical),Other,Value (Adjusted),2001,1,475.2246437,0
Music Video (Physical),Other,Value (Adjusted),2002,1,409.8470195,0
Music Video (Physical),Other,Value (Adjusted),2003,1,555.6371429,0
Music Video (Physical),Other,Value (Adjusted),2004,1,821.7836443,0
Music Video (Physical),Other,Value (Adjusted),2005,1,788.3084762,0
Music Video (Physical),Other,Value (Adjusted),2006,1,572.0579003,0
Music Video (Physical),Other,Value (Adjusted),2007,1,598.0129247,0
Music Video (Physical),Other,Value (Adjusted),2008,1,269.9025843,0
Music Video (Physical),Other,Value (Adjusted),2009,1,249.7737323,0
Music Video (Physical),Other,Value (Adjusted),2010,1,208.2248743,0
Music Video (Physical),Other,Value (Adjusted),2011,1,171.6207816,0
Music Video (Physical),Other,Value (Adjusted),2012,1,129.8513772,0
Music Video (Physical),Other,Value (Adjusted),2013,1,116.6396724,0
Music Video (Physical),Other,Value (Adjusted),2014,1,96.87525106,0
Music Video (Physical),Other,Value (Adjusted),2015,1,75.97361449,0
Music Video (Physical),Other,Value (Adjusted),2016,1,60.63464218,0
Music Video (Physical),Other,Value (Adjusted),2017,1,40.27958535,0
Music Video (Physical),Other,Value (Adjusted),2018,1,28.06066388,0
Music Video (Physical),Other,Value (Adjusted),2019,1,27.70524678,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1973,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1974,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1975,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1976,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1977,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1978,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1979,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1980,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1981,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1982,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1983,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1984,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1985,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1986,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1987,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1988,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1989,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1990,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1991,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1992,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1993,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1994,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1995,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1996,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1997,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1998,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),1999,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2000,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2001,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2002,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2003,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2004,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2005,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2006,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2007,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2008,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2009,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2010,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2011,1,129.340695,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2012,1,190.3396156,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2013,1,242.3960978,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2014,1,306.475448,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2015,1,401.2452641,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2016,1,521.288175,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2017,1,686.9180813,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2018,1,773.2949167,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value (Adjusted),2019,1,908.1493305,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1973,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1974,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1975,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1976,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1977,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1978,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1979,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1980,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1981,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1982,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1983,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1984,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1985,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1986,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1987,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1988,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1989,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1990,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1991,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1992,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1993,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1994,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1995,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1996,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1997,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1998,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),1999,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2000,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2001,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2002,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2003,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2004,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2005,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2006,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2007,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2008,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2009,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2010,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2011,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2012,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2013,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2014,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2015,1,,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2016,1,86.55959668,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2017,1,273.040319,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2018,1,255.9674439,0
Other Ad-Supported Streaming,Other Streaming,Value (Adjusted),2019,1,251.0647101,0
Other Digital,Download,Value (Adjusted),1973,1,,0
