format_raw,Format,Metric,Year,count,Revenue [m$],Units [m]
Download Music Video,Download,Value,1982,1,,0
Download Music Video,Download,Value,1983,1,,0
Download Music Video,Download,Value,1984,1,,0
Download Music Video,Download,Value,1985,1,,0
Download Music Video,Download,Value,1986,1,,0
Download Music Video,Download,Value,1987,1,,0
Download Music Video,Download,Value,1988,1,,0
Download Music Video,Download,Value,1989,1,,0
Download Music Video,Download,Value,1990,1,,0
Download Music Video,Download,Value,1991,1,,0
Download Music Video,Download,Value,1992,1,,0
Download Music Video,Download,Value,1993,1,,0
Download Music Video,Download,Value,1994,1,,0
Download Music Video,Download,Value,1995,1,,0
Download Music Video,Download,Value,1996,1,,0
Download Music Video,Download,Value,1997,1,,0
Download Music Video,Download,Value,1998,1,,0
Download Music Video,Download,Value,1999,1,,0
Download Music Video,Download,Value,2000,1,,0
Download Music Video,Download,Value,2001,1,,0
Download Music Video,Download,Value,2002,1,,0
Download Music Video,Download,Value,2003,1,,0
Download Music Video,Download,Value,2004,1,,0
Download Music Video,Download,Value,2005,1,3.7,0
Download Music Video,Download,Value,2006,1,19.7,0
Download Music Video,Download,Value,2007,1,28.2,0
Download Music Video,Download,Value,2008,1,41.3,0
Download Music Video,Download,Value,2009,1,40.9,0
Download Music Video,Download,Value,2010,1,36.6,0
Download Music Video,Download,Value,2011,1,32.4,0
Download Music Video,Download,Value,2012,1,20.842242,0
Download Music Video,Download,Value,2013,1,16.740803,0
Download Music Video,Download,Value,2014,1,13.577058,0
Download Music Video,Download,Value,2015,1,6.414419,0
Download Music Video,Download,Value,2016,1,4.26940012,0
Download Music Video,Download,Value,2017,1,2.785780489,0
Download Music Video,Download,Value,2018,1,2.2208106,0
Download Music Video,Download,Value,2019,1,1.858910402,0
Download Single,Download,Value,1973,1,,0
Download Single,Download,Value,1974,1,,0
Download Single,Download,Value,1975,1,,0
Download Single,Download,Value,1976,1,,0
Download Single,Download,Value,1977,1,,0
Download Single,Download,Value,1978,1,,0
Download Single,Download,Value,1979,1,,0
Download Single,Download,Value,1980,1,,0
Download Single,Download,Value,1981,1,,0
Download Single,Download,Value,1982,1,,0
Download Single,Download,Value,1983,1,,0
Download Single,Download,Value,1984,1,,0
Download Single,Download,Value,1985,1,,0
Download Single,Download,Value,1986,1,,0
Download Single,Download,Value,1987,1,,0
Download Single,Download,Value,1988,1,,0
Download Single,Download,Value,1989,1,,0
Download Single,Download,Value,1990,1,,0
Download Single,Download,Value,1991,1,,0
Download Single,Download,Value,1992,1,,0
Download Single,Download,Value,1993,1,,0
Download Single,Download,Value,1994,1,,0
Download Single,Download,Value,1995,1,,0
Download Single,Download,Value,1996,1,,0
Download Single,Download,Value,1997,1,,0
Download Single,Download,Value,1998,1,,0
Download Single,Download,Value,1999,1,,0
Download Single,Download,Value,2000,1,,0
Download Single,Download,Value,2001,1,,0
Download Single,Download,Value,2002,1,,0
Download Single,Download,Value,2003,1,,0
Download Single,Download,Value,2004,1,138,0
Download Single,Download,Value,2005,1,363.3,0
Download Single,Download,Value,2006,1,580.6,0
Download Single,Download,Value,2007,1,811,0
Download Single,Download,Value,2008,1,1032.2,0
Download Single,Download,Value,2009,1,1172,0
Download Single,Download,Value,2010,1,1336.4,0
Download Single,Download,Value,2011,1,1522.4,0
Download Single,Download,Value,2012,1,1644.570645,0
Download Single,Download,Value,2013,1,1573.420534,0
Download Single,Download,Value,2014,1,1355.331251,0
Download Single,Download,Value,2015,1,1185.237595,0
Download Single,Download,Value,2016,1,900.1814811,0
Download Single,Download,Value,2017,1,678.5248883,0
Download Single,Download,Value,2018,1,490.4304887,0
Download Single,Download,Value,2019,1,414.804251,0
Kiosk,Other,Value,1973,1,,0
Kiosk,Other,Value,1974,1,,0
Kiosk,Other,Value,1975,1,,0
Kiosk,Other,Value,1976,1,,0
Kiosk,Other,Value,1977,1,,0
Kiosk,Other,Value,1978,1,,0
Kiosk,Other,Value,1979,1,,0
Kiosk,Other,Value,1980,1,,0
Kiosk,Other,Value,1981,1,,0
Kiosk,Other,Value,1982,1,,0
Kiosk,Other,Value,1983,1,,0
Kiosk,Other,Value,1984,1,,0
Kiosk,Other,Value,1985,1,,0
Kiosk,Other,Value,1986,1,,0
Kiosk,Other,Value,1987,1,,0
Kiosk,Other,Value,1988,1,,0
Kiosk,Other,Value,1989,1,,0
Kiosk,Other,Value,1990,1,,0
Kiosk,Other,Value,1991,1,,0
Kiosk,Other,Value,1992,1,,0
Kiosk,Other,Value,1993,1,,0
Kiosk,Other,Value,1994,1,,0
Kiosk,Other,Value,1995,1,,0
Kiosk,Other,Value,1996,1,,0
Kiosk,Other,Value,1997,1,,0
Kiosk,Other,Value,1998,1,,0
Kiosk,Other,Value,1999,1,,0
Kiosk,Other,Value,2000,1,,0
Kiosk,Other,Value,2001,1,,0
Kiosk,Other,Value,2002,1,,0
Kiosk,Other,Value,2003,1,,0
Kiosk,Other,Value,2004,1,,0
Kiosk,Other,Value,2005,1,1,0
Kiosk,Other,Value,2006,1,1.9,0
Kiosk,Other,Value,2007,1,2.6,0
Kiosk,Other,Value,2008,1,2.6,0
Kiosk,Other,Value,2009,1,6.3,0
Kiosk,Other,Value,2010,1,6.4,0
Kiosk,Other,Value,2011,1,2.7,0
Kiosk,Other,Value,2012,1,3.654065,0
Kiosk,Other,Value,2013,1,6.183604,0
Kiosk,Other,Value,2014,1,2.582636,0
Kiosk,Other,Value,2015,1,3.700455,0
Kiosk,Other,Value,2016,1,2.943916801,0
Kiosk,Other,Value,2017,1,2.25474315,0
Kiosk,Other,Value,2018,1,1.965045799,0
Kiosk,Other,Value,2019,1,1.586470587,0
LP/EP,Vinyl,Value,1973,1,1246,0
LP/EP,Vinyl,Value,1974,1,1356,0
LP/EP,Vinyl,Value,1975,1,1485,0
LP/EP,Vinyl,Value,1976,1,1663,0
LP/EP,Vinyl,Value,1977,1,2195.1,0
LP/EP,Vinyl,Value,1978,1,2473.3,0
LP/EP,Vinyl,Value,1979,1,2057,0
LP/EP,Vinyl,Value,1980,1,2200,0
LP/EP,Vinyl,Value,1981,1,2341.7,0
LP/EP,Vinyl,Value,1982,1,1925.1,0
LP/EP,Vinyl,Value,1983,1,1689,0
LP/EP,Vinyl,Value,1984,1,1548.8,0
LP/EP,Vinyl,Value,1985,1,1280.5,0
LP/EP,Vinyl,Value,1986,1,983,0
LP/EP,Vinyl,Value,1987,1,793.1,0
LP/EP,Vinyl,Value,1988,1,532.2,0
LP/EP,Vinyl,Value,1989,1,220.3,0
LP/EP,Vinyl,Value,1990,1,86.5,0
LP/EP,Vinyl,Value,1991,1,29.4,0
LP/EP,Vinyl,Value,1992,1,13.5,0
LP/EP,Vinyl,Value,1993,1,10.6,0
LP/EP,Vinyl,Value,1994,1,17.8,0
LP/EP,Vinyl,Value,1995,1,25.1,0
LP/EP,Vinyl,Value,1996,1,36.8,0
LP/EP,Vinyl,Value,1997,1,33.3,0
LP/EP,Vinyl,Value,1998,1,34,0
LP/EP,Vinyl,Value,1999,1,31.8,0
LP/EP,Vinyl,Value,2000,1,27.7,0
LP/EP,Vinyl,Value,2001,1,27.4,0
LP/EP,Vinyl,Value,2002,1,20.5,0
LP/EP,Vinyl,Value,2003,1,21.7,0
LP/EP,Vinyl,Value,2004,1,19.3,0
LP/EP,Vinyl,Value,2005,1,14.2,0
LP/EP,Vinyl,Value,2006,1,15.7,0
LP/EP,Vinyl,Value,2007,1,22.9,0
LP/EP,Vinyl,Value,2008,1,56.7,0
LP/EP,Vinyl,Value,2009,1,63.8,0
LP/EP,Vinyl,Value,2010,1,88.9,0
LP/EP,Vinyl,Value,2011,1,119.4,0
LP/EP,Vinyl,Value,2012,1,160.7230583,0
LP/EP,Vinyl,Value,2013,1,210.739051,0
LP/EP,Vinyl,Value,2014,1,243.8468483,0
LP/EP,Vinyl,Value,2015,1,333.3797931,0
LP/EP,Vinyl,Value,2016,1,355.430891,0
LP/EP,Vinyl,Value,2017,1,388.5111082,0
LP/EP,Vinyl,Value,2018,1,419.223947,0
LP/EP,Vinyl,Value,2019,1,497.5889208,0
Limited Tier Paid Subscription,Paid Subscription,Value,1973,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1974,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1975,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1976,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1977,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1978,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1979,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1980,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1981,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1982,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1983,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1984,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1985,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1986,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1987,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1988,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1989,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1990,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1991,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1992,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1993,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1994,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1995,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1996,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1997,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1998,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,1999,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,2000,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,2001,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,2002,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,2003,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,2004,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,2005,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,2006,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,2007,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,2008,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,2009,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,2010,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,2011,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,2012,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,2013,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,2014,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,2015,1,,0
Limited Tier Paid Subscription,Paid Subscription,Value,2016,1,263.3636852,0
Limited Tier Paid Subscription,Paid Subscription,Value,2017,1,591.6010975,0
Limited Tier Paid Subscription,Paid Subscription,Value,2018,1,747.0549062,0
Limited Tier Paid Subscription,Paid Subscription,Value,2019,1,829.4987397,0
Music Video (Physical),Other,Value,1973,1,,0
Music Video (Physical),Other,Value,1974,1,,0
Music Video (Physical),Other,Value,1975,1,,0
Music Video (Physical),Other,Value,1976,1,,0
Music Video (Physical),Other,Value,1977,1,,0
Music Video (Physical),Other,Value,1978,1,,0
Music Video (Physical),Other,Value,1979,1,,0
Music Video (Physical),Other,Value,1980,1,,0
Music Video (Physical),Other,Value,1981,1,,0
Music Video (Physical),Other,Value,1982,1,,0
Music Video (Physical),Other,Value,1983,1,,0
Music Video (Physical),Other,Value,1984,1,,0
Music Video (Physical),Other,Value,1985,1,,0
Music Video (Physical),Other,Value,1986,1,,0
Music Video (Physical),Other,Value,1987,1,,0
Music Video (Physical),Other,Value,1988,1,,0
Music Video (Physical),Other,Value,1989,1,115.4,0
Music Video (Physical),Other,Value,1990,1,172.3,0
Music Video (Physical),Other,Value,1991,1,118.1,0
Music Video (Physical),Other,Value,1992,1,157.4,0
Music Video (Physical),Other,Value,1993,1,213.3,0
Music Video (Physical),Other,Value,1994,1,231.1,0
Music Video (Physical),Other,Value,1995,1,220.3,0
Music Video (Physical),Other,Value,1996,1,236.1,0
Music Video (Physical),Other,Value,1997,1,323.9,0
Music Video (Physical),Other,Value,1998,1,508,0
Music Video (Physical),Other,Value,1999,1,376.7,0
Music Video (Physical),Other,Value,2000,1,281.9,0
Music Video (Physical),Other,Value,2001,1,329.2,0
Music Video (Physical),Other,Value,2002,1,288.4,0
Music Video (Physical),Other,Value,2003,1,399.9,0
Music Video (Physical),Other,Value,2004,1,607.2,0
Music Video (Physical),Other,Value,2005,1,602.2,0
Music Video (Physical),Other,Value,2006,1,451.1,0
Music Video (Physical),Other,Value,2007,1,484.9,0
Music Video (Physical),Other,Value,2008,1,227.3,0
Music Video (Physical),Other,Value,2009,1,209.6,0
Music Video (Physical),Other,Value,2010,1,177.6,0
Music Video (Physical),Other,Value,2011,1,151,0
Music Video (Physical),Other,Value,2012,1,116.6136546,0
Music Video (Physical),Other,Value,2013,1,106.2831378,0
Music Video (Physical),Other,Value,2014,1,89.70557988,0
Music Video (Physical),Other,Value,2015,1,70.43436396,0
Music Video (Physical),Other,Value,2016,1,56.92290281,0
Music Video (Physical),Other,Value,2017,1,38.619447,0
Music Video (Physical),Other,Value,2018,1,27.5612603,0
Music Video (Physical),Other,Value,2019,1,27.70524678,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1973,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1974,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1975,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1976,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1977,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1978,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1979,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1980,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1981,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1982,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1983,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1984,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1985,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1986,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1987,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1988,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1989,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1990,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1991,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1992,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1993,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1994,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1995,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1996,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1997,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1998,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1999,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2000,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2001,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2002,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2003,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2004,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2005,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2006,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2007,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2008,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2009,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2010,1,,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2011,1,113.8,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2012,1,170.9354084,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2013,1,220.8735445,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2014,1,283.7934094,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2015,1,371.9903964,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2016,1,489.3776076,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2017,1,658.6064926,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2018,1,759.5323682,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2019,1,908.1493305,0
Other Ad-Supported Streaming,Other Streaming,Value,1973,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1974,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1975,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1976,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1977,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1978,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1979,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1980,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1981,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1982,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1983,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1984,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1985,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1986,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1987,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1988,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1989,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1990,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1991,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1992,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1993,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1994,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1995,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1996,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1997,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1998,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,1999,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,2000,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,2001,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,2002,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,2003,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,2004,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,2005,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,2006,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,2007,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,2008,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,2009,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,2010,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,2011,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,2012,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,2013,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,2014,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,2015,1,,0
Other Ad-Supported Streaming,Other Streaming,Value,2016,1,81.26086562,0
Other Ad-Supported Streaming,Other Streaming,Value,2017,1,261.786859,0
Other Ad-Supported Streaming,Other Streaming,Value,2018,1,251.4119188,0
Other Ad-Supported Streaming,Other Streaming,Value,2019,1,251.0647101,0
Other Digital,Download,Value,1973,1,,0
Other Digital,Download,Value,1974,1,,0
Other Digital,Download,Value,1975,1,,0
Other Digital,Download,Value,1976,1,,0
Other Digital,Download,Value,1977,1,,0
Other Digital,Download,Value,1978,1,,0
Other Digital,Download,Value,1979,1,,0
Other Digital,Download,Value,1980,1,,0
Other Digital,Download,Value,1981,1,,0
Other Digital,Download,Value,1982,1,,0
Other Digital,Download,Value,1983,1,,0
Other Digital,Download,Value,1984,1,,0
Other Digital,Download,Value,1985,1,,0
Other Digital,Download,Value,1986,1,,0
Other Digital,Download,Value,1987,1,,0
Other Digital,Download,Value,1988,1,,0
Other Digital,Download,Value,1989,1,,0
Other Digital,Download,Value,1990,1,,0
Other Digital,Download,Value,1991,1,,0
Other Digital,Download,Value,1992,1,,0
Other Digital,Download,Value,1993,1,,0
Other Digital,Download,Value,1994,1,,0
Other Digital,Download,Value,1995,1,,0
Other Digital,Download,Value,1996,1,,0
Other Digital,Download,Value,1997,1,,0
Other Digital,Download,Value,1998,1,,0
Other Digital,Download,Value,1999,1,,0
Other Digital,Download,Value,2000,1,,0
Other Digital,Download,Value,2001,1,,0
Other Digital,Download,Value,2002,1,,0
Other Digital,Download,Value,2003,1,,0
Other Digital,Download,Value,2004,1,,0
Other Digital,Download,Value,2005,1,,0
Other Digital,Download,Value,2006,1,,0
Other Digital,Download,Value,2007,1,,0
Other Digital,Download,Value,2008,1,,0
Other Digital,Download,Value,2009,1,,0
Other Digital,Download,Value,2010,1,,0
Other Digital,Download,Value,2011,1,,0
Other Digital,Download,Value,2012,1,,0
Other Digital,Download,Value,2013,1,,0
Other Digital,Download,Value,2014,1,,0
Other Digital,Download,Value,2015,1,,0
Other Digital,Download,Value,2016,1,17.14166287,0
Other Digital,Download,Value,2017,1,16.88510987,0
Other Digital,Download,Value,2018,1,19.83957487,0
Other Digital,Download,Value,2019,1,21.51717501,0
Other Tapes,Tapes,Value,1973,1,15.6,0
Other Tapes,Tapes,Value,1974,1,13.3,0
Other Tapes,Tapes,Value,1975,1,10.2,0
Other Tapes,Tapes,Value,1976,1,5.1,0
Other Tapes,Tapes,Value,1977,1,,0
Other Tapes,Tapes,Value,1978,1,,0
Other Tapes,Tapes,Value,1979,1,,0
Other Tapes,Tapes,Value,1980,1,,0
Other Tapes,Tapes,Value,1981,1,,0
Other Tapes,Tapes,Value,1982,1,,0
Other Tapes,Tapes,Value,1983,1,,0
Other Tapes,Tapes,Value,1984,1,,0
Other Tapes,Tapes,Value,1985,1,,0
Other Tapes,Tapes,Value,1986,1,,0
Other Tapes,Tapes,Value,1987,1,,0
Other Tapes,Tapes,Value,1988,1,,0
Other Tapes,Tapes,Value,1989,1,,0
Other Tapes,Tapes,Value,1990,1,,0
Other Tapes,Tapes,Value,1991,1,,0
Other Tapes,Tapes,Value,1992,1,,0
Other Tapes,Tapes,Value,1993,1,,0
Other Tapes,Tapes,Value,1994,1,,0
Other Tapes,Tapes,Value,1995,1,,0
Other Tapes,Tapes,Value,1996,1,,0
Other Tapes,Tapes,Value,1997,1,,0
Other Tapes,Tapes,Value,1998,1,,0
Other Tapes,Tapes,Value,1999,1,,0
Other Tapes,Tapes,Value,2000,1,,0
Other Tapes,Tapes,Value,2001,1,,0
Other Tapes,Tapes,Value,2002,1,,0
Other Tapes,Tapes,Value,2003,1,,0
Other Tapes,Tapes,Value,2004,1,,0
Other Tapes,Tapes,Value,2005,1,,0
Other Tapes,Tapes,Value,2006,1,,0
Other Tapes,Tapes,Value,2007,1,,0
Other Tapes,Tapes,Value,2008,1,,0
Other Tapes,Tapes,Value,2009,1,,0
Other Tapes,Tapes,Value,2010,1,,0
Other Tapes,Tapes,Value,2011,1,,0
Other Tapes,Tapes,Value,2012,1,,0
Other Tapes,Tapes,Value,2013,1,,0
Other Tapes,Tapes,Value,2014,1,,0
Other Tapes,Tapes,Value,2015,1,,0
Other Tapes,Tapes,Value,2016,1,,0
Other Tapes,Tapes,Value,2017,1,,0
Other Tapes,Tapes,Value,2018,1,,0
Other Tapes,Tapes,Value,2019,1,,0
Paid Subscription,Paid Subscription,Value,1973,1,,0
Paid Subscription,Paid Subscription,Value,1974,1,,0
Paid Subscription,Paid Subscription,Value,1975,1,,0
Paid Subscription,Paid Subscription,Value,1976,1,,0
Paid Subscription,Paid Subscription,Value,1977,1,,0
Paid Subscription,Paid Subscription,Value,1978,1,,0
Paid Subscription,Paid Subscription,Value,1979,1,,0
Paid Subscription,Paid Subscription,Value,1980,1,,0
Paid Subscription,Paid Subscription,Value,1981,1,,0
Paid Subscription,Paid Subscription,Value,1982,1,,0
Paid Subscription,Paid Subscription,Value,1983,1,,0
Paid Subscription,Paid Subscription,Value,1984,1,,0
Paid Subscription,Paid Subscription,Value,1985,1,,0
Paid Subscription,Paid Subscription,Value,1986,1,,0
Paid Subscription,Paid Subscription,Value,1987,1,,0
Paid Subscription,Paid Subscription,Value,1988,1,,0
Paid Subscription,Paid Subscription,Value,1989,1,,0
Paid Subscription,Paid Subscription,Value,1990,1,,0
Paid Subscription,Paid Subscription,Value,1991,1,,0
Paid Subscription,Paid Subscription,Value,1992,1,,0
Paid Subscription,Paid Subscription,Value,1993,1,,0
Paid Subscription,Paid Subscription,Value,1994,1,,0
Paid Subscription,Paid Subscription,Value,1995,1,,0
Paid Subscription,Paid Subscription,Value,1996,1,,0
Paid Subscription,Paid Subscription,Value,1997,1,,0
Paid Subscription,Paid Subscription,Value,1998,1,,0
Paid Subscription,Paid Subscription,Value,1999,1,,0
Paid Subscription,Paid Subscription,Value,2000,1,,0
Paid Subscription,Paid Subscription,Value,2001,1,,0
Paid Subscription,Paid Subscription,Value,2002,1,,0
Paid Subscription,Paid Subscription,Value,2003,1,,0
Paid Subscription,Paid Subscription,Value,2004,1,,0
Paid Subscription,Paid Subscription,Value,2005,1,149.2,0
Paid Subscription,Paid Subscription,Value,2006,1,206.2,0
Paid Subscription,Paid Subscription,Value,2007,1,234,0
Paid Subscription,Paid Subscription,Value,2008,1,221.4,0
Paid Subscription,Paid Subscription,Value,2009,1,206.2,0
Paid Subscription,Paid Subscription,Value,2010,1,212.4,0
Paid Subscription,Paid Subscription,Value,2011,1,247.8,0
Paid Subscription,Paid Subscription,Value,2012,1,399.8825311,0
Paid Subscription,Paid Subscription,Value,2013,1,643.3242888,0
Paid Subscription,Paid Subscription,Value,2014,1,770.2705591,0
Paid Subscription,Paid Subscription,Value,2015,1,1156.708514,0
Paid Subscription,Paid Subscription,Value,2016,1,2244.154254,0
Paid Subscription,Paid Subscription,Value,2017,1,3500.549813,0
Paid Subscription,Paid Subscription,Value,2018,1,4655.968522,0
Paid Subscription,Paid Subscription,Value,2019,1,5934.397625,0
Ringtones & Ringbacks,Ringtones,Value,1973,1,,0
Ringtones & Ringbacks,Ringtones,Value,1974,1,,0
Ringtones & Ringbacks,Ringtones,Value,1975,1,,0
Ringtones & Ringbacks,Ringtones,Value,1976,1,,0
Ringtones & Ringbacks,Ringtones,Value,1977,1,,0
Ringtones & Ringbacks,Ringtones,Value,1978,1,,0
Ringtones & Ringbacks,Ringtones,Value,1979,1,,0
Ringtones & Ringbacks,Ringtones,Value,1980,1,,0
Ringtones & Ringbacks,Ringtones,Value,1981,1,,0
Ringtones & Ringbacks,Ringtones,Value,1982,1,,0
Ringtones & Ringbacks,Ringtones,Value,1983,1,,0
Ringtones & Ringbacks,Ringtones,Value,1984,1,,0
Ringtones & Ringbacks,Ringtones,Value,1985,1,,0
Ringtones & Ringbacks,Ringtones,Value,1986,1,,0
Ringtones & Ringbacks,Ringtones,Value,1987,1,,0
Ringtones & Ringbacks,Ringtones,Value,1988,1,,0
Ringtones & Ringbacks,Ringtones,Value,1989,1,,0
Ringtones & Ringbacks,Ringtones,Value,1990,1,,0
